Cibotium schiedei
Lonchocarpus major
Lonchocarpus martinezii
Lonchocarpus michoacanicus
Lonchocarpus minor
Lonchocarpus molinae
Lonchocarpus multifoliolatus
Lonchocarpus mutans
Lonchocarpus necaxensis
Lonchocarpus oaxacensis
Lonchocarpus obovatus
Lonchocarpus orizabensis
Lonchocarpus parviflorus
Lonchocarpus pedunculatus
Lonchocarpus pittieri
Lonchocarpus plicatus
Lonchocarpus scorpioides
Lonchocarpus schubertiae
Lonchocarpus septentrionalis
Lonchocarpus sinaloensis
Lonchocarpus spectabilis
Lonchocarpus sumiderensis
Lonchocarpus sylvicola
Lonchocarpus tenorioi
Lonchocarpus tuxtepecensis
Lotus alamosanus
Lotus argyraeus
Lotus bryantii
Lotus cedrosensis
Lotus chihuahuanus
Lotus hintoniorum
Lotus watsonii
Lupinus andersonii
Lupinus aralloius
Lupinus barberi
Lupinus barkeri
Lupinus caballoanus
Lupinus cacuminis
Lupinus campestris
Lupinus compactiflorus
Lupinus chihuahuensis
Lupinus decaschistus
Lupinus delicatulus
Lupinus diehlii
Lupinus dissimulans
Lupinus durangensis
Lupinus ermineus
Lupinus exaltatus
Lupinus filicaulis
Lupinus gentryanus
Lupinus geophilus
Lupinus glabratus
Lupinus hintonii
Lupinus hintoniorum
Lupinus howardii
Lupinus howard-scottii
Lupinus idoneus
Lupinus jaimehintoniana
Lupinus leptocarpus
Lupinus leptophyllus
Lupinus lesueurii
Lupinus macranthus
Lupinus madrensis
Lupinus marschallianus
Lupinus mearnsii
Lupinus muelleri
Lupinus niveus
Lupinus octablomus
Lupinus perbonus
Lupinus persistens
Lupinus pilosissimus
Lupinus platamodes
Lupinus potosinus
Lupinus quercuum
Lupinus reflexus
Lupinus rhodanthus
Lupinus rotundiflorus
Lupinus semiaequus
Lupinus simulans
Lupinus sinaloensis
Lupinus splendens
Lupinus stipulatus
Lupinus sylvaticus
Lupinus taurimortuus
Lupinus uncinatus
Lupinus vernicius
Lupinus versicolor
Lysiloma candidum
Lysiloma tergeminum
Macroptilium pedatum
Macroptilium supinum
Machaerium conzattii
Machaerium ramosiae
Marina brevis
Marina capensis
Marina catalinae
Marina crenulata
Marina chrysorrhiza
Marina dispansa
Marina divaricata
Marina evanescens
Marina gemmea
Marina ghiesbreghtii
Marina goldmanii
Marina gracillima
Marina grammadenia
Marina greenmaniana
Marina holwayi
Marina interstes
Marina maritima
Marina melilotina
Marina minor
Marina minutiflora
Marina neglecta
Marina nutans
Marina oculata
Marina palmeri
Marina peninsularis
Marina procumbens
Marina pueblensis
Marina sarodes
Marina spiciformis
Marina stilligera
Marina unifoliolata
Marina victoriae
Mariosousa acatlensis
Mariosousa compacta
Mariosousa durangensis
Mariosousa mammifera
Mariosousa russelliana
Mariosousa salazarii
Mariosousa sericea
Microlobius foetidus
Mimosa acapulcensis
Mimosa adenantheroides
Mimosa affinis
Mimosa antioquensis
Mimosa argillotropha
Mimosa aspera
Mimosa barrancana
Mimosa benthamii
Mimosa brandegei
Mimosa brevispicata
Mimosa caerulea
Mimosa calcicola
Mimosa coelocarpa
Mimosa costenya
Mimosa chaetocarpa
Mimosa deamii
Mimosa depauperata
Mimosa egregia
Mimosa epitropica
Mimosa ferrisiae
Mimosa galeottii
Mimosa gentryi
Mimosa goldmanii
Mimosa ionema
Mimosa lacerata
Mimosa lactiflua
Mimosa leptocarpa
Mimosa leucaenoides
Mimosa luisana
Mimosa margaritae
Mimosa martindelcampoi
Mimosa mellii
Mimosa minutifolia
Mimosa mollis
Mimosa moniliformis
Mimosa moreliensis
Mimosa nanchititlana
Mimosa palmeri
Mimosa pauli
Mimosa polyancistra
Mimosa potosina
Mimosa psilocarpa
Mimosa puberula
Mimosa purpusii
Mimosa rhodocarpa
Mimosa rhododactyla
Mimosa robusta
Mimosa rosei
Mimosa setuliseta
Mimosa sicyocarpa
Mimosa similis
Mimosa sinaloensis
Mimosa sotoi
Mimosa sousae
Mimosa spirocarpa
Mimosa subinermis
Mimosa tejupilcana
Mimosa tequilana
Mimosa torresiae
Mimosa unipinnata
Mimosa xochipalensis
Mimosa zimapanensis
Minkelersia multiflora
Mucuna aterrima
Mucuna chiapaneca
Mucuna jarocha
Muellera unifoliolata
Nissolia chiapensis
Nissolia gentryi
Nissolia hintonii
Nissolia laxior
Nissolia leiogyne
Nissolia microptera
Nissolia platycarpa
Nissolia pringlei
Nissolia ruddiae
Nissolia setosa
Orbexilum chiapasanum
Orbexilum melanocarpum
Ormosia oaxacana
Orobus argenteus
Oxyrhynchus populneus
Painteria elachistophylla
Painteria leptophylla
Painteria revoluta
Pediomelum palmeri
Peteria glandulosa
Peteria pinetorum
Phaseolus acinaciformis
Phaseolus albescens
Phaseolus albiflorus
Phaseolus albinervus
Phaseolus albiviolaceus
Phaseolus altimontanus
Phaseolus amabilis
Phaseolus amblyosepalus
Phaseolus anisophyllus
Phaseolus campanulatus
Phaseolus carteri
Phaseolus chiapasanus
Phaseolus dasycarpus
Phaseolus esperanzae
Phaseolus esquincensis
Phaseolus glabellus
Phaseolus gladiolatus
Phaseolus hintonii
Phaseolus jaliscanus
Phaseolus juquilensis
Phaseolus longiplacentifer
Phaseolus maculatifolius
Phaseolus macvaughii
Phaseolus magnilobatus
Phaseolus marechalii
Phaseolus micranthus
Phaseolus microcarpus
Phaseolus neglectus
Phaseolus nelsonii
Phaseolus nodosus
Phaseolus novoleonensis
Phaseolus oaxacanus
Phaseolus ovatifolius
Phaseolus pachycarpus
Phaseolus parvifolius
Phaseolus perplexus
Phaseolus plagiocalyx
Phaseolus pluriflorus
Phaseolus polymorphus
Phaseolus pyramidalis
Phaseolus reticulatus
Phaseolus rotundatus
Phaseolus salicifolius
Phaseolus scabrellus
Phaseolus scrobiculatifolius
Phaseolus sonorensis
Phaseolus tenellus
Phaseolus teulensis
Phaseolus trifidus
Phaseolus xolocotzii
Phaseolus zimapanensis
Piscidia grandifolia
Piscidia mollis
Pithecellobium velutinum
Pityrocarpa viridiflora
Platymiscium calyptratum
Platymiscium lasiocarpum
Platymiscium trifoliolatum
Pomaria canescens
Pomaria fruticosa
Pomaria glandulosa
Pomaria multijuga
Pomaria wootonii
Prosopidastrum mexicanum
Prosopis mayana
Prosopis mezcalana
Prosopis palmeri
Prosopis tamaulipana
Prosopis yaquiana
Psorothamnus dentatus
Pterocarpus acapulcensis
Pterocarpus orbiculatus
Ramirezella calcoma
Ramirezella crassa
Ramirezella lozanii
Ramirezella micrantha
Ramirezella nitida
Rhynchosia amabilis
Rhynchosia caribaea
Rhynchosia delicatula
Rhynchosia elisae
Rhynchosia macrocarpa
Rhynchosia nelsonii
Rhynchosia potosina
Rhynchosia pringlei
Rhynchosia prostrata
Rhynchosia swartzii
Rhynchosia tamaulipensis
Rhynchosia tarphantha
Rhynchosia yucatanensis
Schrankia heterocarpa
Senegalia anisophylla
Senegalia crassifolia
Senegalia interior
Senegalia kelloggiana
Senegalia lozanoi
Senegalia macilenta
Senegalia micrantha
Senegalia mirandae
Senegalia occidentalis
Senegalia painteri
Senegalia peninsularis
Senegalia purpusii
Senegalia reniformis
Senegalia sororia
Senegalia subangulata
Senegalia subsessilis
Senna andrieuxii
Senna apiculata
Senna argentea
Senna arida
Senna centranthera
Senna confinis
Senna crotalarioides
Senna demissa
Senna foetidissima
Senna galeottiana
Senna koelziana
Senna mensicola
Senna monozyx
Senna multifoliolata
Senna purpusii
Senna sousana
Senna talpana
Senna unijuga
Senna villosa
Senna x floribunda
Sphinga acatlensis
Stylosanthes macrocarpa
Stylosanthes mexicana
Stylosanthes quintanarooensis
Styphnolobium burseroides
Styphnolobium conzattii
Styphnolobium parviflorum
Styphnolobium protantherum
Tara abbottiae
Tara cana
Tara carrollii
Tephrosia conzattii
Tephrosia crassifolia
Tephrosia cuernavacana
Tephrosia diversifolia
Tephrosia foliolosa
Tephrosia hypoleuca
Tephrosia langlassei
Tephrosia leucantha
Tephrosia macrantha
Tephrosia madrensis
Tephrosia major
Tephrosia mexicana
Tephrosia microcarpa
Tephrosia pachypoda
Tephrosia palmeri
Tephrosia platyphylla
Tephrosia pogonocalyx
Tephrosia pringlei
Tephrosia quercetorum
Tephrosia saxicola
Tephrosia seemannii
Tephrosia simulans
Tephrosia sousae
Tephrosia submontana
Tephrosia tepicana
Tephrosia tuitoensis
Tephrosia vernicosa
Tephrosia viridiflora
Tephrosia watsoniana
Trifolium schneideri
Trifolium wigginsii
Vachellia biaciculata
Vachellia bilimekii
Vachellia brandegeana
Vachellia californica
Vachellia glandulifera
Vachellia janzenii
Vachellia pacensis
Vachellia pringlei
Vachellia sphaerocephala
Vachellia villaregalis
Vachellia x cedilloi
Vachellia x ziggyi
Vicia mullerana
Vicia sessei
Vigna angularis
Vigna elegans
Vigna lonchophylla
Vigna mungo
Zapoteca alinae
Zapoteca balsasensis
Zapoteca cruzii
Zapoteca lambertiana
Zapoteca quichoi
Zapoteca sousae
Zapoteca tehuana
Zornia gemella
Zornia laevis
Zornia megistocarpa
Zornia sinaloensis
Zornia venosa
Zygia turneri
Hebecarpa americana
Hebecarpa buxifolia
Hebecarpa myrtilloides
Hebecarpa palmeri
Hebecarpa rivinifolia
Hebecarpa robinsonii
Hebecarpa tehuacana
Monnina ciliolata
Monnina subserrata
Polygala amphothrix
Polygala annectans
Polygala apopetala
Polygala appressipilis
Polygala biformipilis
Polygala brachyanthema
Polygala brachysepala
Polygala brachytropis
Polygala brandegeeana
Polygala caerulescens
Polygala compacta
Polygala conzattii
Polygala crinita
Polygala cuspidulata
Polygala chiapensis
Polygala decidua
Polygala dolichocarpa
Polygala galeottii
Polygala hintonii
Polygala leptosperma
Polygala longipes
Polygala lozanii
Polygala magdalenae
Polygala microtricha
Polygala neurocarpa
Polygala oaxacana
Polygala oedophylla
Polygala oophylla
Polygala parrasana
Polygala pavoni
Polygala pedicellata
Polygala perennis
Polygala phoenicistes
Polygala polyedra
Polygala pterocarya
Polygala retifolia
Polygala russelliana
Polygala scoparia
Polygala semialata
Polygala serpens
Polygala shinnersii
Polygala sinaloae
Polygala subalata
Polygala turgida
Polygala velata
Polygala vergrandis
Polygala viridis
Polygala xanti
Rhinotropis desertorum
Rhinotropis madrensis
Rhinotropis minutifolia
Rhinotropis parryi
Recchia connaroides
Recchia mexicana
Recchia sessiliflora
Fagus grandifolia
Quercus affinis
Quercus albifolia
Quercus albocincta
Quercus alpescens
Quercus aristata
Quercus barrancana
Quercus bonplandiana
Quercus brandegeei
Quercus canbyi
Quercus carmenensis
Quercus cedrosensis
Quercus clivicola
Quercus coahuilensis
Quercus coccolobifolia
Quercus convallata
Quercus conzattii
Quercus cordifolia
Quercus crassipes
Quercus cualensis
Quercus cupreata
Quercus charcasana
Quercus chartacea
Quercus chihuahuensis
Quercus chuhuichupensis
Quercus delgadoana
Quercus deliquescens
Quercus depressa
Quercus deserticola
Quercus devia
Quercus diversifolia
Quercus duratifolia
Quercus durifolia
Quercus eduardi
Quercus filiformis
Quercus frutex
Quercus fulva
Quercus furfuracea
Quercus galeanensis
Quercus gentryi
Quercus germana
Quercus ghiesbreghtii
Quercus glaucescens
Quercus graciliramis
Quercus grahamii
Quercus greggii
Quercus hintonii
Quercus hintoniorum
Quercus hirtifolia
Quercus hypoxantha
Quercus ignaciensis
Quercus iltisii
Quercus invaginata
Quercus juergensenii
Quercus laceyi
Quercus laeta
Quercus laxa
Quercus liebmannii
Quercus macdougallii
Quercus macvaughii
Quercus martinezii
Quercus meavei
Quercus mexicana
Quercus microphylla
Quercus miquihuanensis
Quercus monserratensis
Quercus mulleri
Quercus nixoniana
Quercus obtusata
Quercus opaca
Quercus pachucana
Quercus paxtalensis
Quercus peninsularis
Quercus perpallida
Quercus pinnativenulosa
Quercus planipocula
Quercus potosina
Quercus praeco
Quercus praineana
Quercus pringlei
Quercus rekonis
Quercus repanda
Quercus resinosa
Quercus rubramenta
Quercus runcinatifolia
Quercus rysophylla
Quercus saltillensis
Quercus sanchez-colinii
Quercus sartorii
Quercus scytophylla
Quercus sebifera
Quercus sideroxyla
Quercus splendens
Quercus subspathulata
Quercus supranitida
Quercus tarahumara
Quercus tenuiloba
Quercus tinkhamii
Quercus trinidadensis
Quercus tuberculata
Quercus tuitensis
Quercus urbanii
Quercus uxoris
Quercus vaseyana
Quercus verde
Quercus vicentensis
Quercus viminea
Quercus x basaseachicensis
Quercus x dysophylla
Quercus x knoblochii
Quercus x lesueurii
Quercus x pastorensis
Quercus xalapensis
Carya palmeri
Juglans hirsuta
Juglans mollis
Juglans pyriformis
Garrya glaberrima
Garrya grisea
Garrya longifolia
Garrya salicifolia
Asclepias atroviolacea
Asclepias circinalis
Asclepias conzattii
Asclepias coulteri
Asclepias crocea
Asclepias elegantula
Asclepias euphorbiifolia
Asclepias fournieri
Asclepias gentryi
Asclepias jorgeana
Asclepias laxiflora
Asclepias leptopus
Asclepias lynchiana
Asclepias masonii
Asclepias mcvaughii
Asclepias mexicana
Asclepias mirifica
Asclepias notha
Asclepias nummularioides
Asclepias otarioides
Asclepias ovata
Asclepias pratensis
Asclepias pringlei
Asclepias prostrata
Asclepias pseudorubricaulis
Asclepias puberula
Asclepias schaffneri
Asclepias scheryi
Asclepias standleyi
Asclepias subaphylla
Asclepias vinosa
Asclepias virletii
Asclepias zanthodacryon
Cascabela balsaensis
Cascabela thevetioides
Cynanchum foetidum
Cynanchum jaliscanum
Cynanchum surrubriflorum
Dictyanthus aeneus
Dictyanthus altatensis
Dictyanthus eximius
Dictyanthus hamatus
Dictyanthus lautus
Dictyanthus macvaughianus
Dictyanthus pavonii
Dictyanthus reticulatus
Dictyanthus sepicola
Dictyanthus stevensii
Dictyanthus suffruticosus
Dictyanthus tigrinus
Dictyanthus tuberosus
Dictyanthus yucatanensis
Echites lanatus
Echites mexicana
Fernaldia asperoglottis
Funastrum arenarium
Funastrum elegans
Funastrum pannosum
Gonolobus albiflorus
Gonolobus bifidus
Gonolobus breedlovei
Gonolobus croceus
Gonolobus chloranthus
Gonolobus fuscus
Gonolobus gonoloboides
Gonolobus grandiflorus
Gonolobus jaliscensis
Gonolobus luridus
Gonolobus megalocarpus
Gonolobus naturalistae
Gonolobus nemorosus
Gonolobus pallidus
Gonolobus pectinatus
Gonolobus sidaefolius
Gonolobus sororius
Gonolobus spiranthus
Gonolobus striatus
Gonolobus tingens
Gonolobus triflorus
Laubertia contorta
Macroscepis stevensii
Macroscepis yucatanensis
Mandevilla apocynifolia
Mandevilla convolvulacea
Mandevilla exilicaulis
Mandevilla foliosa
Mandevilla guerrerensis
Mandevilla hesperia
Mandevilla holosericea
Mandevilla mexicana
Mandevilla nacapulensis
Mandevilla oaxacana
Mandevilla oaxacensis
Mandevilla sherlockii
Marsdenia astephanoides
Marsdenia calichicola
Marsdenia callosa
Marsdenia carterae
Marsdenia coulteri
Marsdenia cuixmalensis
Marsdenia edulis
Marsdenia gallardoae
Marsdenia ludani
Marsdenia magallanesiana
Marsdenia microcarpa
Marsdenia oaxacana
Marsdenia parvifolia
Marsdenia popoluca
Marsdenia pringlei
Marsdenia purpusiana
Marsdenia rzedowskiana
Marsdenia salaschbiblii
Marsdenia stevensiana
Marsdenia tholiformis
Marsdenia tubularis
Marsdenia zimapanica
Matelea adenocardia
Matelea angustiloba
Matelea atrocoronata
Matelea calcarata
Matelea calcicola
Matelea camporum
Matelea castanea
Matelea caudata
Matelea congesta
Matelea crassifolia
Matelea crenata
Matelea chrysantha
Matelea decumbens
Matelea emmartinezii
Matelea fruticosa
Matelea gracilis
Matelea greggii
Matelea hastatula
Matelea inconspicua
Matelea inops
Matelea ionantha
Matelea johnstonii
Matelea lesueurii
Matelea magallanesii
Matelea meyeri
Matelea nigrescens
Matelea nummularia
Matelea oaxacana
Matelea ojadapantha
Matelea pedunculata
Matelea petiolaris
Matelea pilosa
Matelea prostrata
Matelea pueblensis
Matelea purpusii
Matelea quercetorum
Matelea rogersii
Matelea schaffneri
Matelea stenosepala
Matelea suberifera
Matelea tristiflora
Matelea umbellata
Matelea vailiana
Matelea wootonii
Metastelma californicum
Metastelma cuneatum
Metastelma lanceolatum
Metastelma latifolium
Metastelma longicoronatum
Metastelma macropodum
Metastelma minutiflorum
Metastelma schaffneri
Metastelma turneri
Microdactylon cordatum
Orthosia angustifolia
Orthosia pubescens
Orthosia stipitata
Pherotrichis leptogenia
Pherotrichis mixtecana
Polystemma canisferum
Polystemma mirandae
Prestonia clandestina
Prestonia contorta
Prestonia sericea
Rhabdadenia cordata
Ruehssia sumiderensis
Suberogerens cyclophylla
Tabernaemontana mixtecana
Tabernaemontana oaxacana
Tabernaemontana stenoptera
Tabernaemontana venusta
Thenardia chiapensis
Thenardia floribunda
Thenardia galeottiana
Thevetia pinifolia
Thoreauea aberrans
Thoreauea guerrerensis
Thoreauea paneroi
Tintinnabularia gratissima
Urechites microcalyx
Vallesia conzattii
Vallesia laciniata
Vallesia sinaloensis
Vallesia spectabilis
Centaurium capense
Centaurium macranthum
Centaurium petrocaule
Eustoma barkleyi
Geniostemon coulteri
Geniostemon gypsophilum
Geniostemon rotundifolius
Geniostemon schaffneri
Gentiana bicuspidata
Gentiana calyculata
Gentiana chazaroi
Gentiana durangensis
Gentiana hintoniorum
Gentiana hooperi
Gentiana laevigata
Gentiana longicollis
Gentiana mirandae
Gentiana perpusilla
Gentiana porphyrio
Gentiana spathacea
Gentiana superba
Gentianella canosoi
Gentianella hartwegii
Gentianella heterospela
Gentianopsis lanceolata
Gyrandra chironioides
Gyrandra pterocaulis
Gyrandra tenuifolia
Halenia alleniana
Halenia conzattii
Halenia crumiana
Halenia hintonii
Halenia palmeri
Halenia plantaginea
Halenia schiedeana
Lisianthius oreopolus
Lisianthius quichensis
Sabatia tuberculata
Zeltnera gentryi
Zeltnera madrensis
Zeltnera nesomii
Zeltnera pusilla
Zeltnera wigginsii
Spigelia chiapensis
Spigelia dolichostachya
Spigelia guerrerensis
Spigelia longiflora
Spigelia mexicana
Spigelia palmeri
Spigelia queretarensis
Spigelia scabrella
Spigelia speciosa
Spigelia trispicata
Arachnothryx atravesadensis
Arachnothryx axillaris
Arachnothryx bourgaei
Arachnothryx brachythyrsa
Arachnothryx breviflora
Arachnothryx chimalaparum
Arachnothryx flores-olverae
Arachnothryx ginetteae
Arachnothryx gonzaleoides
Arachnothryx gracilispica
Arachnothryx guerrerensis
Arachnothryx heteranthera
Arachnothryx hirtinervis
Arachnothryx jaliscensis
Arachnothryx latiloba
Arachnothryx leucophylla
Arachnothryx lineolata
Arachnothryx manantlanensis
Arachnothryx mexicana
Arachnothryx michoacana
Arachnothryx monticola
Arachnothryx nitida
Arachnothryx pauciflora
Arachnothryx pumae
Arachnothryx purpurea
Arachnothryx pyramidalis
Arachnothryx rekoi
Arachnothryx ricoi
Arachnothryx rzedowskii
Arachnothryx sanchezii
Arachnothryx scabra
Arachnothryx scoti
Arachnothryx sessilis
Arachnothryx sinaloae
Arachnothryx sousae
Arachnothryx subglabra
Arachnothryx tenorioi
Arachnothryx tenuisepala
Arachnothryx tuxtlensis
Arachnothryx uxpanapensis
Arachnothryx villosa
Arachnothryx wendtii
Bellizinca scoti
Borreria myrtilloides
Bouvardia borhidiana
Bouvardia candidissima
Bouvardia capitata
Bouvardia castilloi
Bouvardia conzattii
Bouvardia cordifolia
Bouvardia chrysantha
Bouvardia elegans
Bouvardia erecta
Bouvardia ferruginea
Bouvardia fragilis
Bouvardia gracilipes
Bouvardia hernan-maganae
Bouvardia hintoniorum
Bouvardia juarezana
Bouvardia karwinskyi
Bouvardia keniae
Bouvardia lancifolia
Bouvardia langlassei
Bouvardia loeseneriana
Bouvardia longiflora
Bouvardia lottae
Bouvardia macdougallii
Bouvardia micrantha
Bouvardia mitlensis
Bouvardia nivea
Bouvardia oaxacana
Bouvardia obovata
Bouvardia pascualii
Bouvardia pedicellaris
Bouvardia pulverulenta
Bouvardia pungens
Bouvardia quinquenervata
Bouvardia rekoi
Bouvardia rosea
Bouvardia rosei
Bouvardia rzedowskii
Bouvardia sancaroli
Bouvardia scabra
Bouvardia scabrida
Bouvardia sinaloae
Bouvardia standleyana
Bouvardia stenosiphon
Bouvardia subcordata
Bouvardia tenuifolia
Bouvardia tenuis
Bouvardia tubicalyx
Bouvardia viminalis
Bouvardia xestosperma
Bouvardia xylosteoides
